Metric,Detail1,Detail2,Detail3,Detail4,Data Date (MM/DD/YYYY),GeographicLevel,GeographicName,Value_NUMBER,Units,MOST RECENT DATA,COVID Team,Date and time of update,Subgroup,Value_Text,URLLINK
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/13/2020,State,Minnesota,1330,Accounts,1,Economic Security,12/13/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/14/2020,State,Minnesota,3842,Accounts,1,Economic Security,12/14/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/15/2020,State,Minnesota,2505,Accounts,1,Economic Security,12/15/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/16/2020,State,Minnesota,2383,Accounts,1,Economic Security,12/16/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/17/2020,State,Minnesota,2214,Accounts,1,Economic Security,12/17/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/18/2020,State,Minnesota,2262,Accounts,1,Economic Security,12/18/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/19/2020,State,Minnesota,0,Accounts,1,Economic Security,12/19/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/20/2020,State,Minnesota,1676,Accounts,1,Economic Security,12/20/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/21/2020,State,Minnesota,5637,Accounts,1,Economic Security,12/21/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/22/2020,State,Minnesota,3487,Accounts,1,Economic Security,12/22/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/23/2020,State,Minnesota,2615,Accounts,1,Economic Security,12/23/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/24/2020,State,Minnesota,1212,Accounts,1,Economic Security,12/24/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/25/2020,State,Minnesota,0,Accounts,1,Economic Security,12/25/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/26/2020,State,Minnesota,0,Accounts,1,Economic Security,12/26/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/27/2020,State,Minnesota,2236,Accounts,1,Economic Security,12/27/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/28/2020,State,Minnesota,5897,Accounts,1,Economic Security,12/28/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/29/2020,State,Minnesota,3267,Accounts,1,Economic Security,12/29/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/30/2020,State,Minnesota,2782,Accounts,1,Economic Security,12/30/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,12/31/2020,State,Minnesota,1966,Accounts,1,Economic Security,12/31/2020,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/1/2021,State,Minnesota,942,Accounts,1,Economic Security,1/1/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/2/2021,State,Minnesota,0,Accounts,1,Economic Security,1/2/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/3/2021,State,Minnesota,2318,Accounts,1,Economic Security,1/3/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/4/2021,State,Minnesota,5618,Accounts,1,Economic Security,1/4/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/5/2021,State,Minnesota,3228,Accounts,1,Economic Security,1/5/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/6/2021,State,Minnesota,2681,Accounts,1,Economic Security,1/6/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/7/2021,State,Minnesota,2266,Accounts,1,Economic Security,1/7/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/8/2021,State,Minnesota,2495,Accounts,1,Economic Security,1/8/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/9/2021,State,Minnesota,0,Accounts,1,Economic Security,1/9/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/10/2021,State,Minnesota,1782,Accounts,1,Economic Security,1/10/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/11/2021,State,Minnesota,3922,Accounts,1,Economic Security,1/11/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/12/2021,State,Minnesota,2515,Accounts,1,Economic Security,1/12/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/13/2021,State,Minnesota,2347,Accounts,1,Economic Security,1/13/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/14/2021,State,Minnesota,2026,Accounts,1,Economic Security,1/14/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/15/2021,State,Minnesota,2027,Accounts,1,Economic Security,1/15/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/16/2021,State,Minnesota,0,Accounts,1,Economic Security,1/16/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/17/2021,State,Minnesota,1582,Accounts,1,Economic Security,1/17/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/18/2021,State,Minnesota,2683,Accounts,1,Economic Security,1/18/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/19/2021,State,Minnesota,2417,Accounts,1,Economic Security,1/19/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/20/2021,State,Minnesota,1870,Accounts,1,Economic Security,1/20/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/21/2021,State,Minnesota,1676,Accounts,1,Economic Security,1/21/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/22/2021,State,Minnesota,1834,Accounts,1,Economic Security,1/22/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/23/2021,State,Minnesota,0,Accounts,1,Economic Security,1/23/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/24/2021,State,Minnesota,1271,Accounts,1,Economic Security,1/24/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/25/2021,State,Minnesota,2867,Accounts,1,Economic Security,1/25/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/26/2021,State,Minnesota,1960,Accounts,1,Economic Security,1/26/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/27/2021,State,Minnesota,1599,Accounts,1,Economic Security,1/27/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/28/2021,State,Minnesota,1675,Accounts,1,Economic Security,1/28/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/29/2021,State,Minnesota,1802,Accounts,1,Economic Security,1/29/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/30/2021,State,Minnesota,0,Accounts,1,Economic Security,1/30/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,1/31/2021,State,Minnesota,1477,Accounts,1,Economic Security,1/31/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/1/2021,State,Minnesota,2835,Accounts,1,Economic Security,2/1/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/2/2021,State,Minnesota,1815,Accounts,1,Economic Security,2/2/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/3/2021,State,Minnesota,1679,Accounts,1,Economic Security,2/3/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/4/2021,State,Minnesota,1520,Accounts,1,Economic Security,2/4/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/5/2021,State,Minnesota,1814,Accounts,1,Economic Security,2/5/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/6/2021,State,Minnesota,0,Accounts,1,Economic Security,2/6/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/7/2021,State,Minnesota,1348,Accounts,1,Economic Security,2/7/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/8/2021,State,Minnesota,3048,Accounts,1,Economic Security,2/8/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/9/2021,State,Minnesota,1960,Accounts,1,Economic Security,2/9/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/10/2021,State,Minnesota,1621,Accounts,1,Economic Security,2/10/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/11/2021,State,Minnesota,1517,Accounts,1,Economic Security,2/11/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/12/2021,State,Minnesota,1653,Accounts,1,Economic Security,2/12/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/13/2021,State,Minnesota,0,Accounts,1,Economic Security,2/13/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/14/2021,State,Minnesota,1627,Accounts,1,Economic Security,2/14/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/15/2021,State,Minnesota,2852,Accounts,1,Economic Security,2/15/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/16/2021,State,Minnesota,2181,Accounts,1,Economic Security,2/16/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/17/2021,State,Minnesota,1614,Accounts,1,Economic Security,2/17/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/18/2021,State,Minnesota,1279,Accounts,1,Economic Security,2/18/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/19/2021,State,Minnesota,1391,Accounts,1,Economic Security,2/19/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/20/2021,State,Minnesota,0,Accounts,1,Economic Security,2/20/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/21/2021,State,Minnesota,1280,Accounts,1,Economic Security,2/21/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/22/2021,State,Minnesota,2144,Accounts,1,Economic Security,2/22/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/23/2021,State,Minnesota,1333,Accounts,1,Economic Security,2/23/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/24/2021,State,Minnesota,1095,Accounts,1,Economic Security,2/24/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/25/2021,State,Minnesota,1128,Accounts,1,Economic Security,2/25/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/26/2021,State,Minnesota,1186,Accounts,1,Economic Security,2/26/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/27/2021,State,Minnesota,0,Accounts,1,Economic Security,2/27/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,2/28/2021,State,Minnesota,1043,Accounts,1,Economic Security,2/28/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/1/2021,State,Minnesota,2082,Accounts,1,Economic Security,3/1/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/2/2021,State,Minnesota,1302,Accounts,1,Economic Security,3/2/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/3/2021,State,Minnesota,1091,Accounts,1,Economic Security,3/3/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/4/2021,State,Minnesota,1086,Accounts,1,Economic Security,3/4/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/5/2021,State,Minnesota,1114,Accounts,1,Economic Security,3/5/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/6/2021,State,Minnesota,0,Accounts,1,Economic Security,3/6/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/7/2021,State,Minnesota,1164,Accounts,1,Economic Security,3/7/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/8/2021,State,Minnesota,2106,Accounts,1,Economic Security,3/8/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/9/2021,State,Minnesota,1359,Accounts,1,Economic Security,3/9/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/10/2021,State,Minnesota,1288,Accounts,1,Economic Security,3/10/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/11/2021,State,Minnesota,1340,Accounts,1,Economic Security,3/11/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/12/2021,State,Minnesota,1476,Accounts,1,Economic Security,3/12/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/13/2021,State,Minnesota,0,Accounts,1,Economic Security,3/13/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/14/2021,State,Minnesota,4335,Accounts,1,Economic Security,3/14/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/15/2021,State,Minnesota,4643,Accounts,1,Economic Security,3/15/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/16/2021,State,Minnesota,3143,Accounts,1,Economic Security,3/16/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/17/2021,State,Minnesota,3049,Accounts,1,Economic Security,3/17/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/18/2021,State,Minnesota,0,Accounts,0,Economic Security,3/18/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/19/2021,State,Minnesota,0,Accounts,0,Economic Security,3/19/2021,,,https://mn.gov/deed/newscenter/covid/
# of new and reactivated accounts,New & Reactivated Accounts,,,,3/20/2021,State,Minnesota,,Accounts,0,Economic Security,3/20/2021,,,https://mn.gov/deed/newscenter/covid/
